Species,District,Responsible Department,Location,Last Inspection Date,BRR,TR no.,Department Ref. No.,OVTNo,XCoordinate,YCoordinate,Type,Condition,MitigationMeasure
银杏(白果树),荃湾区,康乐及文化事务署,赛马会德华公园,8/12/2020,N,LCSD/TW/00005,LCSD TW/6,LCSD TW/6,830264.33,825720.43,OVT,叶片颜色不正常 / 嫩枝枯死 (少於 5%) / 叶片枯死 / 不寻常落叶(中等) / 有明显破损 / 树冠不对称 / 健康状况(差) / ,持续监察 / 
大叶榕(黄葛树),荃湾区,康乐及文化事务署,汀九湾泳滩,31/12/2020,N,LCSD/TW/00006,LCSD TW/5,LCSD TW/5,826261,825564,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(轻微) / 有明显破损 / 树冠不对称 / 健康状况(一般) / ,持续监察 / 
龙眼,荃湾区,康乐及文化事务署,汀九村游乐场,3/6/2020,N,LCSD/TW/00007,LCSD TW/4,LCSD TW/4,826235,825563,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(中等) / 呈现腐烂(中等) / 有明显破损 / 树冠不对称 / 健康状况(一般) / ,持续监察 / 
印度榕(印度橡树),荃湾区,建筑署,城门道(下),30/7/2020,N,ARCHSD/TW/00009,SB2424_TS0003,ARCHSD TW/2,830784,825909,OVT,有枯枝 / 健康状况(一般) / ,适当修剪树木枝条 / 持续监察 / 
印度榕(印度橡树),荃湾区,建筑署,"城门道(下), 近德士古道北交界",30/7/2020,N,ARCHSD/TW/00008,SB2424_TS0004,ARCHSD TW/1,830784,825918,OVT,健康状况(一般) / ,适当修剪树木枝条 / 持续监察 / 
榕树(细叶榕),大埔区,香港警务处,"香港警务署大尾督活动训练中心, 美湖路, 近船湾淡水湖化验室",16/10/2020,N,HKPF/TP/00001,LCSD TP020,HKPF TP/1,842481,837359,OVT,健康状况(一般) / 其他 / ,
秋枫,大埔区,康乐及文化事务署,放马莆儿童游乐场,17/12/2020,Y,LCSD/TP/00009,LCSD TP/18,LCSD TP/18,832654,835210,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(轻微) / 呈现腐烂 (轻微) / 呈现病虫害征状(轻微) / 有枯枝 / 有明显破损 / 健康状况(一般) / ,适当修剪树木枝条 / 持续监察 / 
榕树(细叶榕),大埔区,康乐及文化事务署,围头村游乐场,17/12/2020,Y,LCSD/TP/00010,LCSD TP/17,LCSD TP/17,833108,836027,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(轻微) / 呈现腐烂 (轻微) / 呈现病虫害征状(中等) / 有明显破损 / 树冠不对称 / 健康状况(差) / ,适当修剪树木枝条 / 控制病虫害 / 持续监察 / 
樟,大埔区,康乐及文化事务署,"大埔公路,近大埔尾村道路入口",6/10/2020,N,LCSD/TP/00011,LCSD TP/16,LCSD TP/16,838259,831260,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(轻微) / 呈现腐烂 (轻微) / 呈现真菌子实体(少量) / 有明显破损 / 健康状况(一般) / ,控制病虫害 / 持续监察 / 
枫香,大埔区,康乐及文化事务署,大埔滘公园,4/11/2020,N,LCSD/TP/00013,LCSD TP/14,LCSD TP/14,837513.4,832653.8,OVT,嫩枝枯死 (少於 5%) / 呈现腐烂 (轻微) / 呈现病虫害征状(轻微) / 有明显破损 / 树冠不对称 / 健康状况(一般) / ,持续监察 / 
翠柏,大埔区,康乐及文化事务署,大埔滘公园,4/11/2020,N,LCSD/TP/00014,LCSD TP/13,LCSD TP/13,837520,832632,OVT,嫩枝枯死 (少於 5%) / 呈现腐烂 (轻微) / 有明显破损 / 树冠不对称 / 健康状况(一般) / ,持续监察 / 
榕树(细叶榕),大埔区,康乐及文化事务署,安埔路近大埔中心巴士总站,19/10/2020,N,LCSD/TP/00016,LCSD TP/11,LCSD TP/11,835561,834945,OVT,嫩枝枯死 (少於 5%) / 呈现腐烂 (轻微) / 有明显破损 / 树冠不对称 / 健康状况(好) / ,持续监察 / 
樟,大埔区,康乐及文化事务署,运头角游乐场,1/12/2020,Y,LCSD/TP/00017,LCSD TP/4,LCSD TP/4,835475,833989,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(轻微) / 呈现腐烂 (轻微) / 呈现病虫害征状(轻微) / 有枯枝 / 有明显破损 / 树冠不对称 / ,适当修剪树木枝条 / 持续监察 / 
樟,大埔区,康乐及文化事务署,运头角游乐场,6/10/2020,N,LCSD/TP/00018,LCSD TP/3,LCSD TP/3,835484,833977,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(轻微) / 呈现腐烂 (轻微) / 呈现真菌子实体(少量) / 有明显破损 / 树冠不对称 / 健康状况(一般) / ,适当修剪树木枝条 / 持续监察 / 
樟,大埔区,康乐及文化事务署,运头角游乐场,22/2/2021,N,LCSD/TP/00019,LCSD TP/2,LCSD TP/2,835506,833983,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(轻微) / 呈现腐烂 (轻微) / 树枝/树干裂开(轻微) / 有明显破损 / 树冠不对称 / 健康状况(一般) / ,持续监察 / 
榕树(细叶榕),屯门区,康乐及文化事务署,屯门公园,22/12/2020,Y,LCSD/TM/00003,LCSD TM/5,LCSD TM/5,815337,828123,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(轻微) / 呈现腐烂 (轻微) / 有枯枝 / 有明显破损 / 健康状况(一般) / ,适当修剪树木枝条 / 持续监察 / 
榕树(细叶榕),屯门区,建筑署,"屯门公园, 近屯门文娱广场入口",31/7/2020,N,ARCHSD/TM/00005,SB1803_TS0149,ARCHSD TM/1,815440,827959,OVT,健康状况(一般) / 其他 / ,持续监察 / 
榕树(细叶榕),屯门区,康乐及文化事务署,青山湾泳滩,4/9/2020,N,LCSD/TM/00005,LCSD TM/3,LCSD TM/3,815919,826815,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(轻微) / 呈现腐烂 (轻微) / 有明显破损 / 健康状况(一般) / ,持续监察 / 
印度榕(印度橡树),屯门区,康乐及文化事务署,大榄涌道儿童游乐场,4/8/2020,N,LCSD/TM/00006,LCSD TM/2,LCSD TM/2,820217,824957,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(轻微) / 呈现腐烂 (轻微) / 呈现真菌子实体(少量) / 有明显破损 / 树冠不对称 / 健康状况(好) / ,持续监察 / 
印度榕(印度橡树),屯门区,康乐及文化事务署,大榄涌道儿童游乐场,11/8/2020,N,LCSD/TM/00007,LCSD TM/1,LCSD TM/1,820225,824951,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(轻微) / 呈现腐烂 (轻微) / 有明显破损 / 树冠不对称 / 健康状况(好) / ,持续监察 / 
榕树(细叶榕),深水埗区,康乐及文化事务署,"大坑东邨二号游乐场, 九龙深水埗龙珠街及大坑东道交界",27/11/2020,N,LCSD/SSP/00026,SSP 15249,,835848,821648.2,SWT,健康状况(一般) / ,持续监察 / 
榕树(细叶榕),深水埗区,康乐及文化事务署,玉兰路休憩花园,15/1/2021,N,LCSD/SSP/00032,LCSD SSP/15,LCSD SSP/15,835843,821207,OVT,有明显破损 / ,持续监察 / 
榕树(细叶榕),深水埗区,康乐及文化事务署,石硖尾公园,6/11/2020,N,LCSD/SSP/00034,LCSD SSP/12,LCSD SSP/12,835567,821707,OVT,有明显破损 / ,持续监察 / 
榕树(细叶榕),深水埗区,建筑署,"李郑屋泳池休憩花园, 九龙深水埗广利道东京街交界",8/12/2020,Y,ARCHSD/SSP/00005,SA0709_TS001,ARCHSD SSP/1,834679,822261,OVT,嫩枝枯死 (5 - 20%) / 呈现真菌子实体(少量) / ,控制病虫害 / 持续监察 / 
榕树(细叶榕),深水埗区,康乐及文化事务署,上李屋花园,6/11/2020,N,LCSD/SSP/00036,LCSD SSP/9,LCSD SSP/9,834794,821723,OVT,有明显破损 / ,持续监察 / 
大叶榕(黄葛树),深水埗区,康乐及文化事务署,长沙湾游乐场,16/2/2021,N,LCSD/SSP/00037,LCSD SSP/8,LCSD SSP/8,834076,821759,OVT,呈现树洞(严重) / 呈现腐烂(严重) / 树枝/树干裂开(中等) / ,持续监察 / 
鸡蛋花,深水埗区,康乐及文化事务署,"深水埗公园,近医局街的入口",27/10/2020,N,LCSD/SSP/00038,LCSD SSP/6,LCSD SSP/6,834261,821253,OVT,呈现树洞(轻微) / 有明显破损 / 树冠不对称 / ,持续监察 / 
鸡蛋花,深水埗区,康乐及文化事务署,"深水埗公园,近医局街的入口",27/10/2020,N,LCSD/SSP/00039,LCSD SSP/5,LCSD SSP/5,834259,821255,OVT,有明显破损 / ,持续监察 / 
鸡蛋花,深水埗区,康乐及文化事务署,"深水埗公园,近医局街的入口",27/10/2020,N,LCSD/SSP/00040,LCSD SSP/4,LCSD SSP/4,834256,821257,OVT,有明显破损 / ,持续监察 / 
鸡蛋花,深水埗区,康乐及文化事务署,"深水埗公园,近医局街的入口",27/10/2020,N,LCSD/SSP/00041,LCSD SSP/3,LCSD SSP/3,834254,821259,OVT,有明显破损 / ,持续监察 / 
榕树(细叶榕),深水埗区,康乐及文化事务署,深水埗公园,27/10/2020,N,LCSD/SSP/00042,LCSD SSP/2,LCSD SSP/2,834189,821338,OVT,有明显破损 / ,持续监察 / 
榕树(细叶榕),深水埗区,康乐及文化事务署,"荔枝角道,丽阁邨",5/11/2020,N,LCSD/SSP/00043,LCSD SSP/18,LCSD SSP/18,834238,821488,OVT,有明显破损 / ,持续监察 / 
黄桐,西贡区,康乐及文化事务署,清水湾道近大埔仔休憩花园,9/7/2020,N,LCSD/SK/00008,LCSD SK/6,LCSD SK/6,844722,822131,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(轻微) / 呈现腐烂 (轻微) / 有明显破损 / 树冠不对称 / 健康状况(一般) / ,适当修剪树木枝条 / 持续监察 / 
黄桐,西贡区,康乐及文化事务署,清水湾道近大埔仔休憩花园,9/7/2020,N,LCSD/SK/00009,LCSD SK/5,LCSD SK/5,844724,822128,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(轻微) / 呈现腐烂 (轻微) / 有明显破损 / 树冠不对称 / 健康状况(一般) / ,适当修剪树木枝条 / 持续监察 / 
樟,西贡区,康乐及文化事务署,大网仔路近沙下,5/2/2021,N,LCSD/SK/00010,LCSD SK/1,LCSD SK/1,846480,827848,OVT,嫩枝枯死 (少於 5%) / 有明显破损 / 树冠不对称 / 健康状况(一般) / ,持续监察 / 
印度榕(印度橡树),南区,康乐及文化事务署,"大潭道,美国会所外",18/11/2020,N,LCSD/S/00030,LCSD S/41,LCSD S/41,840471,809932,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(轻微) / 树冠不对称 / 健康状况(一般) / ,适当修剪树木枝条 / 持续监察 / 
印度榕(印度橡树),南区,康乐及文化事务署,"大潭道,美国会所外",18/11/2020,N,LCSD/S/00031,LCSD S/40,LCSD S/40,840468,809922,OVT,嫩枝枯死 (少於 5%) / 树冠不对称 / 健康状况(一般) / ,
榄仁树,南区,康乐及文化事务署,"赤柱,新八间休憩处",14/11/2020,N,LCSD/S/00033,LCSD S/37,LCSD S/37,840040,808674,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(轻微) / 树冠不对称 / 健康状况(一般) / ,
榕树(细叶榕),南区,康乐及文化事务署,赤柱市场道,17/11/2020,N,LCSD/S/00034,LCSD S/31,LCSD S/31,839871,808915,OVT & SWT,健康状况(一般) / ,适当修剪树木枝条 / 持续监察 / 
木麻黄,南区,建筑署,"赤柱村道休憩处, 斜坡编号 15NE-C/FR72",7/10/2020,N,ARCHSD/S/00012,SA2709_TS006,ARCHSD S/2,839976,808915,OVT,呈现树洞(轻微) / 健康状况(一般) / ,
东方乌檀,南区,康乐及文化事务署,"赤柱岗道2号,在海湾阁对面",10/12/2020,N,LCSD/S/00036,LCSD S/29,LCSD S/29,840024,809179,OVT,嫩枝枯死 (少於 5%) / 健康状况(一般) / ,
东方乌檀,南区,康乐及文化事务署,"赤柱岗道2号,在海湾阁对面",10/12/2020,N,LCSD/S/00037,LCSD S/27,LCSD S/27,840020,809178,OVT,嫩枝枯死 (少於 5%) / 健康状况(一般) / ,
东方乌檀,南区,康乐及文化事务署,"赤柱岗道2号,在海湾阁对面",10/12/2020,N,LCSD/S/00038,LCSD S/26,LCSD S/26,840019,809180,OVT,嫩枝枯死 (少於 5%) / 树冠不对称 / 健康状况(一般) / ,
东方乌檀,南区,康乐及文化事务署,"赤柱岗道2号,在海湾阁对面",10/12/2020,N,LCSD/S/00039,LCSD S/25,LCSD S/25,840019,809176,OVT,嫩枝枯死 (少於 5%) / 树冠不对称 / 健康状况(一般) / ,
榕树(细叶榕),南区,康乐及文化事务署,舂坎角海滩,21/1/2021,N,LCSD/S/00040,LCSD S/23,LCSD S/23,838836,808691,OVT,呈现树洞(轻微) / 树枝/树干裂开(轻微) / 呈现病虫害征状(轻微) / 树冠不对称 / 健康状况(一般) / ,控制病虫害 / 持续监察 / 
榕树(细叶榕),南区,康乐及文化事务署,舂坎角海滩,23/11/2020,Y,LCSD/S/00042,LCSD S/21,LCSD S/21,838870,808698,OVT,呈现树洞(轻微) / 呈现病虫害征状(严重) / 有明显破损 / 树冠不对称 / 健康状况(差) / ,控制病虫害 / 持续监察 / 
雨树,南区,康乐及文化事务署,黄竹坑道与寿山村道交界,25/11/2020,N,LCSD/S/00046,LCSD S/9,LCSD S/9,836245,812152,OVT,嫩枝枯死 (少於 5%) / 树冠不对称 / 健康状况(一般) / ,适当修剪树木枝条 / 持续监察 / 
印度榕(印度橡树),南区,康乐及文化事务署,黄竹坑道花园,25/11/2020,N,LCSD/S/00047,LCSD S/8,LCSD S/8,836139,812275,OVT,嫩枝枯死 (少於 5%) / 树冠不对称 / 健康状况(一般) / ,
榕树(细叶榕),南区,康乐及文化事务署,香港仔大道/鸭脷洲大桥休憩处,11/11/2020,N,LCSD/S/00048,LCSD S/7,LCSD S/7,834560,812178,OVT,嫩枝枯死 (少於 5%) / 健康状况(一般) / ,适当修剪树木枝条 / 持续监察 / 
榕树(细叶榕),南区,康乐及文化事务署,薄扶林道小园地(近薄扶林村),17/9/2020,N,LCSD/S/00049,LCSD S/3,LCSD S/3,832069,813605,OVT,树冠不对称 / 健康状况(一般) / ,持续监察 / 
榕树(细叶榕),北区,康乐及文化事务署,料壆游乐场,4/12/2020,N,LCSD/N/00021,LCSD N/53,LCSD N/53,828943,843038,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(轻微) / 呈现腐烂 (轻微) / 树枝/树干裂开(轻微) / 呈现病虫害征状(中等) / 有明显破损 / 树冠不对称 / 健康状况(一般) / ,持续监察 / 
白千层,北区,康乐及文化事务署,"青山公路-古洞路段,在可爱忠实之家对面",12/8/2020,N,LCSD/N/00022,LCSD N/51,LCSD N/51,828447,840440,OVT,树枝/树干裂开(轻微) / 有明显破损 / 树冠不对称 / 健康状况(一般) / ,
白千层,北区,康乐及文化事务署,"青山公路-古洞路段,在可爱忠实之家对面",12/8/2020,N,LCSD/N/00023,LCSD N/50,LCSD N/50,828456,840440,OVT,呈现树洞(轻微) / 有明显破损 / 树冠不对称 / 健康状况(一般) / ,持续监察 / 
白千层,北区,康乐及文化事务署,"青山公路-古洞路段,在可爱忠实之家对面",12/8/2020,N,LCSD/N/00024,LCSD N/49,LCSD N/49,828461,840439,OVT,呈现树洞(轻微) / 有明显破损 / 健康状况(一般) / ,持续监察 / 
白千层,北区,康乐及文化事务署,"青山公路-古洞段,与古洞路交界处",17/8/2020,N,LCSD/N/00025,LCSD N/45,LCSD N/45,829066,840390,OVT,有明显破损 / 树冠不对称 / 主干呈现腐烂/破损/树洞并超过主干直径1/3 / 健康状况(一般) / ,持续监察 / 
白千层,北区,康乐及文化事务署,粉锦公路近灯柱N8912,10/9/2020,N,LCSD/N/00026,LCSD N/44,LCSD N/44,829443,837310,OVT,嫩枝枯死 (少於 5%) / 树枝/树干裂开(轻微) / 有明显破损 / 树冠不对称 / 健康状况(一般) / ,持续监察 / 
白千层,北区,康乐及文化事务署,粉锦公路近灯柱N8913,10/9/2020,N,LCSD/N/00027,LCSD N/43,LCSD N/43,829469,837344,OVT,嫩枝枯死 (5 - 20%) / 有明显破损 / 树冠不对称 / 健康状况(一般) / ,持续监察 / 
白千层,北区,康乐及文化事务署,"粉锦公路,在灯柱N8916对面",10/9/2020,N,LCSD/N/00028,LCSD N/42,LCSD N/42,829545,837519,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(轻微) / 有明显破损 / 树冠不对称 / 健康状况(一般) / ,
白千层,北区,康乐及文化事务署,"粉锦公路,在灯柱N8916对面",9/9/2020,N,LCSD/N/00029,LCSD N/41,LCSD N/41,829548,837528,OVT,嫩枝枯死 (5 - 20%) / 有明显破损 / 树冠不对称 / 健康状况(一般) / ,持续监察 / 
白千层,北区,康乐及文化事务署,"粉锦公路,在粉岭抽水站对面",9/9/2020,N,LCSD/N/00030,LCSD N/40,LCSD N/40,830355,839238,OVT,嫩枝枯死 (少於 5%) / 有明显破损 / 树冠不对称 / 健康状况(一般) / ,持续监察 / 
樟,北区,香港警务处,大埔区警民关系组暨少年警讯会所,22/12/2015,N,HKPF/N/00001,LCSD N039,HKPF N/1,830947,840947,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(轻微) / 呈现腐烂 (轻微) / 有明显破损 / 健康状况(一般) / ,
榕树(细叶榕),北区,康乐及文化事务署,百福儿童游乐场,7/12/2020,Y,LCSD/N/00032,LCSD N/38,LCSD N/38,831878,839466,OVT,呈现树洞(轻微) / 树枝/树干裂开(轻微) / 有明显破损 / 树冠不对称 / 健康状况(一般) / ,控制病虫害 / 持续监察 / 
榕树(细叶榕),北区,康乐及文化事务署,北区公园近扫管埔村,9/11/2020,N,LCSD/N/00033,LCSD N/37,LCSD N/37,831582,840036,OVT,嫩枝枯死 (少於 5%) / 呈现病虫害征状(轻微) / 有明显破损 / 树冠不对称 / 健康状况(一般) / ,持续监察 / 
榕树(细叶榕),北区,康乐及文化事务署,北区公园近新运路溜冰场小径,6/11/2020,N,LCSD/N/00034,LCSD N/36,LCSD N/36,831547,840022,OVT,嫩枝枯死 (5 - 20%) / 呈现树洞(轻微) / 呈现腐烂 (轻微) / 呈现病虫害征状(中等) / 有明显破损 / 健康状况(一般) / ,持续监察 / 
榕树(细叶榕),北区,康乐及文化事务署,北区公园近新运路,6/11/2020,N,LCSD/N/00035,LCSD N/35,LCSD N/35,831538,840019,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(轻微) / 有明显破损 / 树冠不对称 / 健康状况(一般) / ,
榕树(细叶榕),北区,康乐及文化事务署,北区公园近新运路,2/11/2020,N,LCSD/N/00036,LCSD N/33,LCSD N/33,831514,840021,OVT,嫩枝枯死 (少於 5%) / 呈现病虫害征状(中等) / 有明显破损 / 健康状况(一般) / ,持续监察 / 
榕树(细叶榕),北区,康乐及文化事务署,北区公园近洗手间,2/11/2020,N,LCSD/N/00037,LCSD N/32,LCSD N/32,831504,840072,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(轻微) / 呈现腐烂(中等) / 呈现病虫害征状(中等) / 有明显破损 / 树冠不对称 / 健康状况(一般) / ,持续监察 / 
榕树(细叶榕),北区,康乐及文化事务署,北区公园近智昌路,3/12/2020,N,LCSD/N/00038,LCSD N/30,LCSD N/30,831571,840108,OVT,嫩枝枯死 (5 - 20%) / 呈现树洞(轻微) / 呈现腐烂 (轻微) / 有枯枝 / 有明显破损 / 树冠不对称 / 健康状况(好) / ,适当修剪树木枝条 / 控制病虫害 / 持续监察 / 
白千层,北区,康乐及文化事务署,马会道顺欣花园外,6/1/2021,N,LCSD/N/00040,LCSD N/28,LCSD N/28,831711,840282,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(轻微) / 呈现腐烂 (轻微) / 有明显破损 / 树冠不对称 / 健康状况(一般) / ,持续监察 / 
榕树(细叶榕),北区,康乐及文化事务署,粉岭站休憩处,16/9/2020,N,LCSD/N/00043,LCSD N/24,LCSD N/24,832284,839233,OVT,叶片颜色不正常 / 嫩枝枯死 (少於 5%) / 呈现树洞(轻微) / 呈现腐烂 (轻微) / 树枝/树干裂开(轻微) / 有明显破损 / 树冠不对称 / 树干不正常倾斜 / 健康状况(一般) / ,持续监察 / 
榕树(细叶榕),北区,康乐及文化事务署,粉岭站休憩处,16/9/2020,N,LCSD/N/00044,LCSD N/23,LCSD N/23,832279,839237,OVT,嫩枝枯死 (5 - 20%) / 呈现树洞(轻微) / 呈现腐烂 (轻微) / 有明显破损 / 树冠不对称 / 树干不正常倾斜 / 健康状况(一般) / ,持续监察 / 
榕树(细叶榕),北区,康乐及文化事务署,粉岭站,3/9/2020,N,LCSD/N/00045,LCSD N/22,LCSD N/22,832285,839259,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(轻微) / 呈现腐烂 (轻微) / 树枝/树干裂开(轻微) / 有明显破损 / 树冠不对称 / 健康状况(一般) / ,持续监察 / 
大叶榕(黄葛树),北区,康乐及文化事务署,"沙头角公路,在粉岭消防局对面",7/7/2020,N,LCSD/N/00046,LCSD N/21,LCSD N/21,832473,839417,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(轻微) / 呈现腐烂 (轻微) / 有明显破损 / 树冠不对称 / 健康状况(一般) / ,
大叶榕(黄葛树),北区,康乐及文化事务署,"沙头角公路,在粉岭消防局对面",16/7/2020,N,LCSD/N/00047,LCSD N/20,LCSD N/20,832479,839424,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(轻微) / 呈现腐烂 (轻微) / 有明显破损 / 树冠不对称 / 主干呈现腐烂/破损/树洞并超过主干直径1/3 / 根脊呈现腐烂/破损并超过主干周长1/3 / 健康状况(一般) / ,持续监察 / 
大叶榕(黄葛树),北区,康乐及文化事务署,旧粉岭裁判署回旋处,13/11/2020,N,LCSD/N/00048,LCSD N/14,LCSD N/14,832542,839470,OVT,呈现树洞(中等) / 呈现腐烂(中等) / 有明显破损 / 树冠不对称 / 健康状况(一般) / ,持续监察 / 
大叶榕(黄葛树),北区,康乐及文化事务署,旧粉岭裁判署回旋处,9/11/2020,N,LCSD/N/00049,LCSD N/13,LCSD N/13,832534,839468,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(轻微) / 呈现腐烂 (轻微) / 有明显破损 / 树冠不对称 / 健康状况(一般) / ,
榕树(细叶榕),北区,康乐及文化事务署,粉岭楼游乐场,1/9/2020,N,LCSD/N/00050,LCSD N/12,LCSD N/12,832472,839709,OVT,呈现树洞(轻微) / 呈现腐烂 (轻微) / 树枝/树干裂开(轻微) / 呈现真菌子实体(中量) / 呈现病虫害征状(中等) / 有明显破损 / 树冠不对称 / 健康状况(差) / ,持续监察 / 
樟,北区,康乐及文化事务署,粉岭楼花园,8/10/2020,N,LCSD/N/00051,LCSD N/9,LCSD N/9,832534,839836,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(轻微) / 有明显破损 / 树冠不对称 / 白蚁侵扰 / 健康状况(一般) / ,持续监察 / 
樟,北区,康乐及文化事务署,粉岭楼花园,8/10/2020,N,LCSD/N/00052,LCSD N/8,LCSD N/8,832519,839833,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(轻微) / 有明显破损 / 树冠不对称 / 健康状况(一般) / ,持续监察 / 
大叶榕(黄葛树),北区,康乐及文化事务署,安乐村(二号)休憩处(近业畅街),11/1/2021,N,LCSD/N/00053,LCSD N/7,LCSD N/7,832679,839523,OVT,嫩枝枯死 (少於 5%) / 呈现腐烂 (轻微) / 有明显破损 / 健康状况(一般) / ,持续监察 / 
榕树(细叶榕),北区,康乐及文化事务署,业畅街近安乐村休憩处(二号),14/1/2021,N,LCSD/N/00054,LCSD N/6,LCSD N/6,832732,839466,OVT,嫩枝枯死 (5 - 20%) / 呈现树洞(中等) / 呈现腐烂(中等) / 树枝/树干裂开(中等) / 有明显破损 / 树冠不对称 / 健康状况(一般) / ,持续监察 / 
柠檬桉,北区,康乐及文化事务署,安全街22号对面,6/1/2021,N,LCSD/N/00055,LCSD N/5,LCSD N/5,833103.96,839765.75,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(轻微) / 树冠不对称 / 等势干并於连结位置呈现内夹树皮/腐烂/树洞/裂缝 / 健康状况(一般) / ,持续监察 / 
榕树(细叶榕),北区,康乐及文化事务署,"坪輋路,在灯柱EB7398对面",3/12/2020,N,LCSD/N/00056,LCSD N/4,LCSD N/4,833791,843639,OVT,嫩枝枯死 (少於 5%) / 呈现病虫害征状(轻微) / 树冠不对称 / 健康状况(一般) / ,持续监察 / 
印度榕(印度橡树),北区,康乐及文化事务署,"坪輋路,近灯柱EB4888",12/10/2020,N,LCSD/N/00057,LCSD N/2,LCSD N/2,834869,842326,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(轻微) / 有明显破损 / 树冠不对称 / 健康状况(一般) / ,持续监察 / 
榕树(细叶榕),葵青区,建筑署,"青衣公园, 近青敬路(8号闸口)",31/7/2020,N,ARCHSD/KWT/00021,SB1761_TS0066,ARCHSD KWT/7,828985,824199,OVT,呈现腐烂 (轻微) / 有枯枝 / 有明显破损 / 健康状况(一般) / ,适当修剪树木枝条 / 持续监察 / 
榕树(细叶榕),葵青区,建筑署,"青衣公园, 近青敬路(8号闸口)",31/7/2020,N,ARCHSD/KWT/00020,SB1761_TS0065,ARCHSD KWT/6,828991,824193,OVT,有枯枝 / 健康状况(一般) / ,适当修剪树木枝条 / 持续监察 / 
印度榕(印度橡树),葵青区,康乐及文化事务署,"荔景山路游乐场,近祖尧邨",20/8/2020,N,LCSD/KWT/00006,LCSD KWT/6,LCSD KWT/6,831244,822980,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(轻微) / 呈现腐烂 (轻微) / 有明显破损 / 树冠不对称 / 健康状况(一般) / ,适当修剪树木枝条 / 持续监察 / 
高山榕(鸡榕),葵青区,建筑署,"葵盛游泳池, 近狮子会中学",6/8/2020,Y,ARCHSD/KWT/00018,SB2604_TS0003,ARCHSD KWT/4,830804,824474,OVT,嫩枝枯死 (多於 20%) / 呈现腐烂 (轻微) / 呈现病虫害征状(中等) / 健康状况(差) / ,控制病虫害 / 持续监察 / 
榕树(细叶榕),葵青区,建筑署,"葵涌运动场, 近葵福路",21/1/2020,N,ARCHSD/KWT/00017,SB2530_TS0001,ARCHSD KWT/3,830834,824325,OVT,健康状况(一般) / ,适当修剪树木枝条 / 持续监察 / 
印度榕(印度橡树),葵青区,康乐及文化事务署,葵涌青山公路休憩处,5/8/2020,N,LCSD/KWT/00009,LCSD KWT/3,LCSD KWT/3,831848,825543,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(轻微) / 呈现腐烂 (轻微) / 有明显破损 / 树冠不对称 / 健康状况(好) / ,持续监察 / 
钝盖赤桉,葵青区,建筑署,"中葵涌公园, 邻近滚轴溜冰场",31/7/2020,N,ARCHSD/KWT/00015,SB2612_TS0025,ARCHSD KWT/1,831655,824062,OVT,健康状况(一般) / ,持续监察 / 
假苹婆,观塘区,康乐及文化事务署,"雅丽道花园,面向花园大厦",10/9/2020,N,LCSD/KT/00016,LCSD KT/1,LCSD KT/1,840554,819671,OVT,有明显破损 / ,持续监察 / 
合欢,观塘区,房屋署,秀茂坪邨,20/2/2021,N,HD/KT/00004,SMP-T0499,HD KT/1,841954.8403,819862.3205,OVT,嫩枝枯死 (少於 5%) / 树枝/树干裂开(轻微) / 有明显破损 / 树冠不对称 / 健康状况(好) / 其他 / ,适当修剪树木枝条 / 
高山榕(鸡榕),黄大仙区,房屋署,彩虹邨,19/2/2021,N,HD/WTS/00007,CH-T0297,HD WTS/1,839127.4999,821958.1952,OVT,嫩枝枯死 (少於 5%) / 有明显破损 / 树冠不对称 / 健康状况(一般) / 其他 / ,持续监察 / 
