BBR,Condition_CHS,Condition_CHT,Condition_EN,Department_Ref__No_,District_CHS,District_CHT,District_EN,Last_Inspection_Date,Location_CHS,Location_CHT,Location_EN,MitigationMeasure_CHS,MitigationMeasure_CHT,MitigationMeasure_EN,OVTNo,Responsible_Department_CHS,Responsible_Department_CHT,Responsible_Department_EN,Species_CHS,Species_CHT,Species_EN,TR_no_,Type,XCoordinate,YCoordinate,GeometryLongitude,GeometryLatitude
N,其他场地改变 / 土壤情况正常 / 滴水线范围内有限制(51 - 75%) / 有树木倒塌记录 / 有褐根病记录 / 其他场地观察 / 茁壮程度 (低) / 倾斜 (趋光性) / 受风情况 (暴露) / 挡土墙 / 其他修剪历史 / 其他总体情况观察 / 综合树木风险 (低) / 综合剩余风险(低) / 没有场地改变 / ,其他場地改變 / 土壤情況正常 / 滴水線範圍內有限制(51 - 75%) / 有樹木倒塌記錄 / 有褐根病記錄 / 其他場地觀察 / 茁壯程度 (低) / 傾斜 (趨光性) / 受風情況 (暴露) / 擋土牆 / 其他修剪歷史 / 其他總體情況觀察 / 綜合樹木風險 (低) / 綜合剩餘風險(低) / 没有場地改變 / ,Brown Root Rot disease record / Lean (Natural due to phototropism) / No site changes / Normal Soil / Other General condition observations / Other Pruning history / Other site changes / Other Site Condition observations / Overall residual risk(Low) / Overall tree risk rating (Low) / Restriction within dripline (51 - 75%) / Retaining wall / Tree failure record / Tree vigor (Low) / Wind exposure (Exposed) / ,RTR0206333,"""Wan Chai""","""Wan Chai""","""Wan Chai""",2023-06-24,NULL,NULL,NULL,其他缓减措施 / ,其他緩減措施 / ,Others / ,,"""Highways Department""","""Highways Department""","""Highways Department""",榕树(细叶榕),榕樹(細葉榕),Ficus microcarpa,HYD/WC/00009,SWT,835695.003,814886.07,114.17131500000005,22.27282100000008
N,其他场地改变 / 土壤情况正常 / 滴水线范围内有限制(51 - 75%) / 有树木倒塌记录 / 有褐根病记录 / 其他场地观察 / 茁壮程度 (低) / 倾斜 (趋光性) / 受风情况 (部份) / 挡土墙 / 其他修剪历史 / 其他总体情况观察 / 综合树木风险 (低) / 综合剩余风险(低) / 没有场地改变 / ,其他場地改變 / 土壤情況正常 / 滴水線範圍內有限制(51 - 75%) / 有樹木倒塌記錄 / 有褐根病記錄 / 其他場地觀察 / 茁壯程度 (低) / 傾斜 (趨光性) / 受風情況 (部份) / 擋土牆 / 其他修剪歷史 / 其他總體情況觀察 / 綜合樹木風險 (低) / 綜合剩餘風險(低) / 没有場地改變 / ,Brown Root Rot disease record / Lean (Natural due to phototropism) / No site changes / Normal Soil / Other General condition observations / Other Pruning history / Other site changes / Other Site Condition observations / Overall residual risk(Low) / Overall tree risk rating (Low) / Restriction within dripline (51 - 75%) / Retaining wall / Tree failure record / Tree vigor (Low) / Wind exposure (Partial) / ,RTR0206342,"""Wan Chai""","""Wan Chai""","""Wan Chai""",2023-06-24,NULL,NULL,NULL,其他缓减措施 / ,其他緩減措施 / ,Others / ,,"""Highways Department""","""Highways Department""","""Highways Department""",榕树(细叶榕),榕樹(細葉榕),Ficus microcarpa,HYD/WC/00010,SWT,835704.533,814875.269,114.17140700000004,22.272723000000042
N,其他场地改变 / 土壤情况正常 / 滴水线范围内有限制(多於 70%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 倾斜 (趋光性) / 受风情况 (部份) / 挡土墙 / 其他修剪历史 / 其他总体情况观察 / 综合树木风险 (低) / 综合剩余风险(低) / 没有场地改变 / ,其他場地改變 / 土壤情況正常 / 滴水線範圍內有限制(多於 70%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 傾斜 (趨光性) / 受風情況 (部份) / 擋土牆 / 其他修剪歷史 / 其他總體情況觀察 / 綜合樹木風險 (低) / 綜合剩餘風險(低) / 没有場地改變 / ,Lean (Natural due to phototropism) / No site changes / Normal Soil / Other General condition observations / Other Pruning history / Other site changes / Other Site Condition observations / Overall residual risk(Low) / Overall tree risk rating (Low) / Restriction within dripline (Over 75%) / Retaining wall / Tree failure record / Tree vigor (Normal) / Wind exposure (Partial) / ,RTR0005794,"""Wan Chai""","""Wan Chai""","""Wan Chai""",2023-11-09,NULL,NULL,NULL,其他缓减措施 / ,其他緩減措施 / ,Others / ,,"""Highways Department""","""Highways Department""","""Highways Department""",榕树(细叶榕),榕樹(細葉榕),Ficus microcarpa,HYD/WC/00014,SWT,837092.68,815067.367,114.18487600000003,22.27445800000004
N,其他场地改变 / 土壤情况正常 / 滴水线范围内有限制(多於 70%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 倾斜 (趋光性) / 倾斜 (已自然修正) / 受风情况 (部份) / 挡土墙 / 其他修剪历史 / 其他总体情况观察 / 综合树木风险 (低) / 综合剩余风险(低) / 没有场地改变 / ,其他場地改變 / 土壤情況正常 / 滴水線範圍內有限制(多於 70%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 傾斜 (趨光性) / 傾斜 (已自然修正) / 受風情況 (部份) / 擋土牆 / 其他修剪歷史 / 其他總體情況觀察 / 綜合樹木風險 (低) / 綜合剩餘風險(低) / 没有場地改變 / ,Lean (Natural due to phototropism) / Lean (Self-corrected) / No site changes / Normal Soil / Other General condition observations / Other Pruning history / Other site changes / Other Site Condition observations / Overall residual risk(Low) / Overall tree risk rating (Low) / Restriction within dripline (Over 75%) / Retaining wall / Tree failure record / Tree vigor (Normal) / Wind exposure (Partial) / ,hyd_hk_11sw_b_r814_1_wt1,"""Wan Chai""","""Wan Chai""","""Wan Chai""",2023-11-09,"""BROADWOOD ROAD, Within 7 meters to the South-West of Lamppost No. 41222""","""BROADWOOD ROAD, Within 7 meters to the South-West of Lamppost No. 41222""","""BROADWOOD ROAD, Within 7 meters to the South-West of Lamppost No. 41222""",其他缓减措施 / ,其他緩減措施 / ,Others / ,,"""Highways Department""","""Highways Department""","""Highways Department""",榕树(细叶榕),榕樹(細葉榕),Ficus microcarpa,HYD/WC/00015,SWT,837127.402,815057.203,114.18521300000009,22.274366000000043
N,其他场地改变 / 土壤情况正常 / 滴水线范围内有限制(51 - 75%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 倾斜 (趋光性) / 倾斜 (已自然修正) / 受风情况 (部份) / 挡土墙 / 其他修剪历史 / 其他总体情况观察 / 综合树木风险 (低) / 综合剩余风险(低) / 没有场地改变 / ,其他場地改變 / 土壤情況正常 / 滴水線範圍內有限制(51 - 75%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 傾斜 (趨光性) / 傾斜 (已自然修正) / 受風情況 (部份) / 擋土牆 / 其他修剪歷史 / 其他總體情況觀察 / 綜合樹木風險 (低) / 綜合剩餘風險(低) / 没有場地改變 / ,Lean (Natural due to phototropism) / Lean (Self-corrected) / No site changes / Normal Soil / Other General condition observations / Other Pruning history / Other site changes / Other Site Condition observations / Overall residual risk(Low) / Overall tree risk rating (Low) / Restriction within dripline (51 - 75%) / Retaining wall / Tree failure record / Tree vigor (Normal) / Wind exposure (Partial) / ,RTR0005773,"""Wan Chai""","""Wan Chai""","""Wan Chai""",2023-11-09,NULL,NULL,NULL,病虫害控制 / ,病蟲害控制 / ,Pest/ disease control / ,,"""Highways Department""","""Highways Department""","""Highways Department""",榕树(细叶榕),榕樹(細葉榕),Ficus microcarpa,HYD/WC/00017,SWT,837133.334,815068.435,114.18527100000006,22.274467000000072
N,其他场地改变 / 土壤情况正常 / 有土壤裂缝或裂缝於倾斜部位背後 / 滴水线范围内有限制(多於 70%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 倾斜 (趋光性) / 倾斜 (已自然修正) / 受风情况 (部份) / 修剪历史 (清理树冠) / 修剪历史 (疏减树冠) / 修剪历史 (提升树冠) / 挡土墙 / 修剪历史 (缩减树冠) / 其他总体情况观察 / 综合树木风险 (低) / 综合剩余风险(低) / 没有场地改变 / ,其他場地改變 / 土壤情況正常 / 有土壤裂縫或裂縫於傾斜部位背後 / 滴水線範圍內有限制(多於 70%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 傾斜 (趨光性) / 傾斜 (已自然修正) / 受風情況 (部份) / 修剪歷史 (清理樹冠) / 修剪歷史 (疏減樹冠) / 修剪歷史 (提升樹冠) / 擋土牆 / 修剪歷史 (縮減樹冠) / 其他總體情況觀察 / 綜合樹木風險 (低) / 綜合剩餘風險(低) / 没有場地改變 / ,Lean (Natural due to phototropism) / Lean (Self-corrected) / No site changes / Normal Soil / Other General condition observations / Other site changes / Other Site Condition observations / Overall residual risk(Low) / Overall tree risk rating (Low) / Pruning history (Cleaned) / Pruning history (Raised) / Pruning history (Reduced) / Pruning history (Thinned) / Restriction within dripline (Over 75%) / Retaining wall / Soil crack or crack behind lean / Tree failure record / Tree vigor (Normal) / Wind exposure (Partial) / ,RTR0015158,"""Wan Chai""","""Wan Chai""","""Wan Chai""",2023-11-22,NULL,NULL,NULL,其他缓减措施 / ,其他緩減措施 / ,Others / ,,"""Highways Department""","""Highways Department""","""Highways Department""",大叶榕(黄葛树),大葉榕(黃葛樹),Ficus virens (syn. Ficus virens var. sublanceolata),HYD/WC/00018,SWT,837492.42,815484.624,114.18875500000001,22.278226000000075
N,土壤被挤压 / 滴水线范围内有限制(51 - 75%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 受风情况 (部份) / 其他修剪历史 / 其他总体情况观察 / 综合树木风险 (低) / 石墙 / 综合剩余风险(低) / ,土壤被擠壓 / 滴水線範圍內有限制(51 - 75%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 受風情況 (部份) / 其他修剪歷史 / 其他總體情況觀察 / 綜合樹木風險 (低) / 石牆 / 綜合剩餘風險(低) / ,Compacted Soil / Other General condition observations / Other Pruning history / Other Site Condition observations / Overall residual risk(Low) / Overall tree risk rating (Low) / Restriction within dripline (51 - 75%) / Stonewall / Tree failure record / Tree vigor (Normal) / Wind exposure (Partial) / ,hyd_hk_11sw_b_r988_0_wt2,"""Wan Chai""","""Wan Chai""","""Wan Chai""",2023-11-03,NULL,NULL,NULL,其他缓减措施 / ,其他緩減措施 / ,Others / ,,"""Highways Department""","""Highways Department""","""Highways Department""",大叶榕(黄葛树),大葉榕(黃葛樹),Ficus virens (syn. Ficus virens var. sublanceolata),HYD/WC/00022,SWT,835506.54,815084.324,114.169486,22.27461100000005
N,其他场地改变 / 土壤情况正常 / 土壤被挤压 / 滴水线范围内有限制(多於 70%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 倾斜 (趋光性) / 受风情况 (部份) / 修剪历史 (清理树冠) / 修剪历史 (疏减树冠) / 挡土墙 / 修剪历史 (缩减树冠) / 其他总体情况观察 / 综合树木风险 (低) / 综合剩余风险(低) / 没有场地改变 / ,其他場地改變 / 土壤情況正常 / 土壤被擠壓 / 滴水線範圍內有限制(多於 70%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 傾斜 (趨光性) / 受風情況 (部份) / 修剪歷史 (清理樹冠) / 修剪歷史 (疏減樹冠) / 擋土牆 / 修剪歷史 (縮減樹冠) / 其他總體情況觀察 / 綜合樹木風險 (低) / 綜合剩餘風險(低) / 没有場地改變 / ,Compacted Soil / Lean (Natural due to phototropism) / No site changes / Normal Soil / Other General condition observations / Other site changes / Other Site Condition observations / Overall residual risk(Low) / Overall tree risk rating (Low) / Pruning history (Cleaned) / Pruning history (Reduced) / Pruning history (Thinned) / Restriction within dripline (Over 75%) / Retaining wall / Tree failure record / Tree vigor (Normal) / Wind exposure (Partial) / ,RTR0205382,"""Wan Chai""","""Wan Chai""","""Wan Chai""",2023-12-13,NULL,NULL,NULL,其他缓减措施 / ,其他緩減措施 / ,Others / ,HYD WCH/2,"""Highways Department""","""Highways Department""","""Highways Department""",大叶榕(黄葛树),大葉榕(黃葛樹),Ficus virens (syn. Ficus virens var. sublanceolata),HYD/WC/00024,OVT,835999.599,814887.009,114.17427000000009,22.27282900000006
N,其他场地改变 / 土壤情况正常 / 滴水线范围内有限制(多於 70%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 倾斜 (趋光性) / 倾斜 (已自然修正) / 受风情况 (部份) / 挡土墙 / 其他修剪历史 / 其他总体情况观察 / 综合树木风险 (低) / 综合剩余风险(低) / 没有场地改变 / ,其他場地改變 / 土壤情況正常 / 滴水線範圍內有限制(多於 70%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 傾斜 (趨光性) / 傾斜 (已自然修正) / 受風情況 (部份) / 擋土牆 / 其他修剪歷史 / 其他總體情況觀察 / 綜合樹木風險 (低) / 綜合剩餘風險(低) / 没有場地改變 / ,Lean (Natural due to phototropism) / Lean (Self-corrected) / No site changes / Normal Soil / Other General condition observations / Other Pruning history / Other site changes / Other Site Condition observations / Overall residual risk(Low) / Overall tree risk rating (Low) / Restriction within dripline (Over 75%) / Retaining wall / Tree failure record / Tree vigor (Normal) / Wind exposure (Partial) / ,RTR0135749,"""Wan Chai""","""Wan Chai""","""Wan Chai""",2023-06-24,"""MOUNT CAMERON ROAD, Within 11 meters to the West (257.89Degrees) of Lamppost 18891""","""MOUNT CAMERON ROAD, Within 11 meters to the West (257.89Degrees) of Lamppost 18891""","""MOUNT CAMERON ROAD, Within 11 meters to the West (257.89Degrees) of Lamppost 18891""",其他缓减措施 / ,其他緩減措施 / ,Others / ,,"""Highways Department""","""Highways Department""","""Highways Department""",笔管榕,筆管榕,Ficus subpisocarpa,HYD/WC/00025,SWT,835484.897,814057.792,114.16927600000008,22.265341000000035
N,其他场地改变 / 土壤情况正常 / 滴水线范围内有限制(多於 70%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 倾斜 (趋光性) / 受风情况 (部份) / 挡土墙 / 其他修剪历史 / 其他总体情况观察 / 综合树木风险 (低) / 综合剩余风险(低) / 没有场地改变 / ,其他場地改變 / 土壤情況正常 / 滴水線範圍內有限制(多於 70%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 傾斜 (趨光性) / 受風情況 (部份) / 擋土牆 / 其他修剪歷史 / 其他總體情況觀察 / 綜合樹木風險 (低) / 綜合剩餘風險(低) / 没有場地改變 / ,Lean (Natural due to phototropism) / No site changes / Normal Soil / Other General condition observations / Other Pruning history / Other site changes / Other Site Condition observations / Overall residual risk(Low) / Overall tree risk rating (Low) / Restriction within dripline (Over 75%) / Retaining wall / Tree failure record / Tree vigor (Normal) / Wind exposure (Partial) / ,RTR0004701,"""Wan Chai""","""Wan Chai""","""Wan Chai""",2023-06-27,"""STUBBS ROAD, Within 13 meters to the South East (137.54Degrees) of Lamppost 24300""","""STUBBS ROAD, Within 13 meters to the South East (137.54Degrees) of Lamppost 24300""","""STUBBS ROAD, Within 13 meters to the South East (137.54Degrees) of Lamppost 24300""",其他缓减措施 / ,其他緩減措施 / ,Others / ,,"""Highways Department""","""Highways Department""","""Highways Department""",榕树(细叶榕),榕樹(細葉榕),Ficus microcarpa,HYD/WC/00027,SWT,836292.174,815027.498,114.17710900000009,22.274098000000038
N,其他场地改变 / 土壤情况正常 / 滴水线范围内有限制(多於 70%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 倾斜 (趋光性) / 受风情况 (部份) / 挡土墙 / 修剪历史 (缩减树冠) / 其他总体情况观察 / 综合树木风险 (低) / 综合剩余风险(低) / 没有场地改变 / ,其他場地改變 / 土壤情況正常 / 滴水線範圍內有限制(多於 70%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 傾斜 (趨光性) / 受風情況 (部份) / 擋土牆 / 修剪歷史 (縮減樹冠) / 其他總體情況觀察 / 綜合樹木風險 (低) / 綜合剩餘風險(低) / 没有場地改變 / ,Lean (Natural due to phototropism) / No site changes / Normal Soil / Other General condition observations / Other site changes / Other Site Condition observations / Overall residual risk(Low) / Overall tree risk rating (Low) / Pruning history (Reduced) / Restriction within dripline (Over 75%) / Retaining wall / Tree failure record / Tree vigor (Normal) / Wind exposure (Partial) / ,RTR0005040,"""Wan Chai""","""Wan Chai""","""Wan Chai""",2023-06-27,NULL,NULL,NULL,其他缓减措施 / ,其他緩減措施 / ,Others / ,,"""Highways Department""","""Highways Department""","""Highways Department""",笔管榕,筆管榕,Ficus subpisocarpa,HYD/WC/00028,SWT,836296.169,815030.022,114.1771480000001,22.274121000000036
